id,title,category,age,summary,link,date,Rating,
85,걸림돌이 디딤돌이 될 때: 보왕삼매의 길,미래 대비 교육용,전연령,"스님과 제자의 대화를 통해 보왕삼매론의 열 가지 가르침을 되새기며, 삶의 
역경이 곧 우리를 성장시키는 진정한 통로임을 깨달아가는 과정을 담은 전 연령층(특히 성인)을 위한 스토리북을 제작",https://gemini.google.com/share/4eb4d09fbaaf,2025-12-27,1,
86,마음의 숲을 걷는 대화: 다섯 가지 독에서 벗어나는 길,미래 대비 교육용,청소년,"큰스님과 방문객의 대화를 통해 마음의 다섯 가지 독소인 탐욕, 분노, 무지, 오만, 
의심을 이해하고, 이를 지혜롭게 다스리는 구체적인 수행 비법을 담은 이야기를 성인과 청소년의 눈높이에 맞춰",https://gemini.google.com/share/634c5b6418f5,2025-12-27,1,
87,지능의 정원: 내버려 둠과 궁리의 조화,,청소년,"인공지능과 자연지능의 차이를 동양 철학과 근대 과학, 그리고 언어학적 관점에서 
깊이 있게 다룬 스토리북을 제작했습니다. 자연의 섭리인 '내비둬(Let It Be)'의 지혜와 인간의 궁리가 담긴 '궁즉변'의 원리를 통해 두 지능이 어떻게 조화를 이루는지 보여주는 이 이야기는 12세 이상의 청소년",https://gemini.google.com/share/0bc4d02c6dac,2025-12-27,0,
88,지후의 달리기 모험 (달리기 습관들이기 8주),자기계발,전연령,달리기를 싫어하는 아이가 8주 동안 달리는 습관을 기르는 과정,"https://g.co/gemini/share/ef3a62790121
https://g.co/gemini/share/195f63f902dc",2025-08-11,1,
89,다은이의 특별한 하루,자기계발,전연령,색다른 하루를 보내는 이야기,https://g.co/gemini/share/50f749260354,2025-08-15,1,
90,"내 삶의 주인공, 소라",자기계발,,"암환주인, 주인공으로 살아남는 삶의 지혜를 가르치는 이야기",https://g.co/gemini/share/d3dc9733898d,2025-01-01,1,
91,아리의 밝은 습관 이야기,자기계발,,남을 탓하는 습관을 고치고 밝게 사는 습관을 만드는 방법,https://g.co/gemini/share/53993b00ad33,2025-01-01,1,
92,삼업이 보장하는 꿈같은 사회,자기계발,전연령,"3업은, 치어업, 벨유업, 레벨업을 의미하고, 신나고, 가치있고, 향상하고",https://g.co/gemini/share/cd01c8546a32,2025-08-15,1,
93,아가잘있나의 마법,자기계발,전연령,"사회생활을 잘하기 위한 ""아가잘있나"" 원칙을 통해 도시 사람과 시골 
사람이 친해지고, 시골 사람이 도시 직장에 잘 적응하는 과정을 담은 이야기",https://g.co/gemini/share/fc5512beab97,2025-08-14,1,
94,하라의 마법,자기계발,,"하라 마라의 법칙'에 대한 이야기책을 만들었습니다. 뇌과학과 심리학을 전공한 
학생이 부모님께 긍정적인 요청이 주는 심리적 이점에 대해 설명하며, 앞으로 '하라'는 긍정적인 표현만 사용해달라고 당부하는 내용",https://g.co/gemini/share/5f6a06ca3055,2025-01-01,1,
95,솔이 찾은 삶의 지혜,자기계발,전연령,"""일이삼사오""를 통해 삶의 지혜를 배우고 실천하는 내용의 이야기","https://g.co/gemini/share/d10e3648c70a
https://g.co/gemini/share/646f9a44fdd7",2025-08-15,1,
96,"감사의 빛, 반성의 길",자기계발,전연령,감사와 회개(悔改)),https://g.co/gemini/share/d55fdf767378,2025-08-10,1,
97,아람이와 희생 이야기,자기계발,전연령,"""희생""이라는 단어의 어원과 그 의미의 변화를 탐구하고, 개인의 선택을 
존중하며 부당한 희생을 강요하지 않는 것이 중요하다는 메시지",https://g.co/gemini/share/98c7dc2b09a6,2025-08-15,1,
98,마음의 그림자를 지우는 다섯 가지 지혜,자기계발,불교인,스승이 제자들에게 원한을 제거하는 다섯 가지 비법을 가르치는 내용,https://g.co/gemini/share/644eedfecc0a,2025-08-10,1,
99,마구니의 꿈,자기계발,불교인,"도고마성, 마구니에 걸려들지 말라",https://g.co/gemini/share/9ec11fa9096d,2025-08-10,1,
100,알 수 없는 것을 마주하는 지혜,자기계발,전연령,"알 수 없음을 받아들임, 치매, 뇌졸중, 뇌경색 등을 예방하는 데 도움은 약 잘먹고 운동",https://g.co/gemini/share/b5d037ee929f,2025-08-15,1,
101,새롬이의 마법의 정원,자기계발,전연령,성공하는 한국 사람들의 8가지 특질_끼_꿈_깡_끈_꾀_꾼_꼴_끝,https://g.co/gemini/share/bc4e2beff02b,2025-08-15,1,
102,지혜의 씨앗,자기계발,,"생활하면서 새겨볼 문장들 _뿌리깊은, 샘이 깊은, 높이 날으는, ",https://g.co/gemini/share/3ba5851a8722,2025-01-01,1,
103,마음의 덫에서 벗어나는 길,자기계발,심신미약자,"현재 트라우마로 힘든 삶을 사는 이들을 위한 인지행동치유 전문 조련사의 명확한
 지침 이론을 배우고, 삶의 덫에 갇혀있는 자신을 바라보고, 그 고통에서 벗어나려는 훈련을 반복하는 4단계를 완성하여 불안 장애, 공황장애, 우울증에서 벗어나도록 돕는 지침","https://g.co/gemini/share/b4a7a021bc98
https://g.co/gemini/share/472e08f83f89",2025-08-24,1,
104,마음을 다스리는 숨결 (4-7-8호흡법),자기계발,,"횡격막과 복식호흡을 활용하여 긴장을 완화하고 심신을 안정시키는 
4-7-8 호흡법을 배우고 훈련하는 과정을 담은 스토리북",https://g.co/gemini/share/f3f841e35228,2025-08-24,1,
105,마음의 먹구름을 걷어내는 8주간의 여행,자기계발,,"4세 아동을 위한 이야기책을 만들었어요. 이 책은 인지행동치료(CBT)를 통해 
부정적인 생각을 긍정적인 생각으로 바꾸는 과정을 다루고 있으며, 환자를 안심시키고 행동 치료에 동참하도록 동기를 부여하는 내용
★참고용으로만 사용하시기 바랍니다. 의학적인 자문이나 진단이 필요한 경우 전문가에게 문의하세요.","https://g.co/gemini/share/c8e5e9f7cc04
https://g.co/gemini/share/2d4c0fe4b055",2025-08-25,1,
106,"아람의 평온을 찾는 지혜 
(Aram's Wisdom for Finding Peace)",자기계발,,스승님의 가르침을 담아 사람을 세 부류로 나누어 평온을 찾는 지혜로운 삶,https://g.co/gemini/share/22d26965c81f,2025-08-26,1,
107,지혜의 기도,자기계발,,"""노력하면 되는 것과 노력해도 안 되는 것""에 대한 지혜를 배우는 두 학생",https://g.co/gemini/share/d9a4c92c6abe,2025-08-26,1,
108,현명한 이해타산의 지혜,자기계발,,"스승과 제자가 이해타산을 주제로 대화하며 가족, 친구, 조직에서 현명하게 
살아가는 법을 배우고 실천",https://g.co/gemini/share/9ea837d96a17,2025-08-26,1,
109,지혜로운 친구 사귀기,자기계발,,"화내는 것을 보고 친구를 유지할지 말지 바로 알아보는 지혜에 대한 이야기를 
썼습니다. 화내는 사람을 ""돌흙물"" 세 부류로 나누어 설명하며, 어린이들이 친구를 사귀고 화내는 친구에게 현명하게 조언할 수 있도록 돕는 이야기",https://g.co/gemini/share/2e854a3017cd,2025-01-01,1,
110,슬기의 현명한 친구들,자기계발,,사람들을 알아차리고 친구를 선택하는 기준에 대한 이야기,https://g.co/gemini/share/ccc4567fa6c5,2025-01-01,1,
111,여덟 가지 바람과 솔이의 마음,자기계발,,"선가귀감의 핵심을 바탕으로 현명한 사람의 처신에 대한 이야기를 담은 
스토리북을 만들었습니다. 이 책은 가족과 친지들에게 세상의 여덟 가지 바람에 흔들리지 않고 당당하게 살아가는 지혜를 전달",https://g.co/gemini/share/ffaa94452e96,2025-01-01,1,
112,새롬이의 8주 습관 여정,자기계발,성인,"성인을 위한 '좋은 습관 만들기 8주 훈련' 스토리를 만들었습니다. 
이 스토리는 습관 형성의 이론부터 실제 적용, 그리고 주변 사람들에게 좋은 습관을 전파하는 행복한 과정",https://g.co/gemini/share/65fb5b5f47ec,2025-01-01,1,
113,현자 선생님의 가르침,자기계발,성인,"때를 가려서 사람도 가려서 가르침을 베풀라'는 주제로, 가장 가까운 사이여도 
가르침을 베풀기 어려운 16가지 상황에 대한 지혜를 담은 이야기책을 만들었습니다. 이 이야기책은 독자가 가르침을 받아들일 준비가 되어 있지 않을 때 침묵하거나 다음 기회로 미루는 것이 현명하다는 내용을 담고 있습니다.",https://g.co/gemini/share/2d3ea87b17ad,2025-09-13,1,
114,자랑하면 안 되는 다섯 가지,자기계발,성인,"자랑하지 않는 삶'에 대한 스토리를 썼습니다. ""돈, 건강, 자식, 무용담, 인맥"" 에 대하여 ,  이 이야기는 성인 독자를 대상으로 하며, 겸손의 중요성과 자랑이 가져올 수 있는 부정적인 결과에 대해 다룹니다.",https://g.co/gemini/share/a7de530aae6d,2025-09-19,1,
115,The Garden of Root Meanings,자기계발,성인,"이 책은 전인신 사고의 개념을 설명하고, '자'와 '성'이라는 글자를 통해 
그 원리를 보여주며, 독자들이 이 작업에 동참하도록 유도하는 내용으로 구성되어 있으며, 성인 독자를 대상으로 합니다.",https://g.co/gemini/share/0f6fad860bdc,2025-09-21,1,
116,이근 원통,자기계발,전연령,"500년 전통의 최고 경지에 도전하는 비법 전수, 이근원통이라는
 스토리북을 만들었습니다. 이 책은 귀를 통해 깨달음을 얻는 한 제자의 이야기를 담고 있으며, 모든 연령대의 독자에게 적합합니다.",https://g.co/gemini/share/21c663309bb2,2025-09-21,1,
117,어느 곳에서든 주인이 되라,자기계발,성인,"수처작주'의 의미와 성공을 위한 다섯 가지 도움에 대한 이야기를 담은 
스토리북을 만들었습니다. 이 책은 성인을 대상",https://g.co/gemini/share/82d5261c503a,2025-09-21,1,
118,다섯 가지 도움의 길,자기계발,성인,"부자가 되는 다섯 가지 지름길에 대한 이야기를 담은 스토리북을 만들었습니다. 
이 스토리북은 성인을 대상",https://g.co/gemini/share/08c8a216cc3a,2025-09-21,1,
119,소를 찾는 것과 같은 명상 수련 과정,자기계발,성인,"심우도 개작 - 명상 과정을 소를 찾는 것에 비유한 이야기를 만들었습니다. 
이 이야기는 성인 독자를 대상",https://g.co/gemini/share/3063456e818a,2025-09-21,1,
120,"깨달음의 길, 되돌아가지 않는 여행",자기계발,성인,"믿음이 없는 사람이나 깨달음에 의심을 품는 사람들을 위해 부처님의 깨달음 
과정을 쉽게 소개하는 이야기를 만들었습니다. 이 이야기는 독자가 깨달음의 진정한 의미를 스스로 이해하고 믿음의 뿌리를 내릴 수 있도록 돕는 것을 목표로 하며, 특별히 정해진 독자 연령은 없습니다.",https://g.co/gemini/share/32bd9ce314a5,2025-01-01,1,
121,지혜의 방주,자기계발,전연령,"인공지능 시대에 교육이 나아가야 할 방향을 노아의 방주 이야기에 비유하여, 
미래 세대에게 필요한 가치와 기술을 전달하는 내용의 스토리북을 만들었습니다. 이 스토리북은 모든 연령대의 독자를 대상",https://g.co/gemini/share/17cdc88bf1b9,2025-01-01,1,
122,미래를 위한 교실,자기계발,성인,"미래 교육의 방향을 진단하고 미래 교육 방식을 제시(SAD-MAD-BAD를 버리고 SES를 키우자)하는 내용으로 스토리북을 
만들었습니다. 이 스토리북은 성인 독자를 대상",https://g.co/gemini/share/9ad8f9a256bb,2025-01-01,1,
123,The Birds of Pride (교만의 비유 여덟마리 새),자기계발,청소년,"교만에 대한 이야기를 새에 비유하여 청소년들을 위한 스토리북을 만들었습니다. 
즐겁게 읽으시길 바랍니다!",https://g.co/gemini/share/275882996a09,2025-01-01,1,
124,마음 소방관 하늘과 지우의 이야기,자기계발,전연령,"인지 소방관이 불행을 막는다는 이야기를 바탕으로 7가지 생각 습관을 다룬 
이야기를 만들었습니다. 이 이야기는 모든 연령대의 독자를 대상",https://g.co/gemini/share/3c3a4f47c492,2025-01-01,1,
125,번뇌를 멈추는 비법 (The Secret to Stopping Suffering),자기계발,성인,"번뇌에서 벗어나기 위해 생각을 멈추는 비법을 찾아 헤매는 한 사람의 
이야기를 담은 스토리북을 만들었습니다. 이 이야기는 성인을 위한 것",https://g.co/gemini/share/527f8e47f3ff,2025-01-01,1,
126,시간의 태엽을 감는 예지자 (The Seer Who Winds the Spring of Time),자기계발,전연령," '자기계발에 관심 있는 청소년'으로 가정하여 구성된, 예지력 훈련 비법을 
전수하는 4차원 주인공에 대한 이야기를 만들었습니다.",https://g.co/gemini/share/5c66d3873839,2025-01-01,1,
127,10년의 약속: 예지력 훈련일지,자기계발,성인,"성인 독자를 대상으로, 평범한 회사원이 예지력을 개발하는 과정을 담은
 이야기책",https://g.co/gemini/share/105e6ba3d048,2025-01-01,1,
128,행복은 동사다 (Happiness is a Verb),자기계발,성인,"주인공 지호가 돈, 명예 같은 외적인 조건이 아닌 '몰입', '성취', '관계'에서 오는 
진정한 행복의 의미를 발견하는 여정을 담은 스토리북이 성인 독자분들을 위해 완성",https://g.co/gemini/share/d25f11e25ef8,2025-01-01,1,
129,A Journey in Search of Happiness,자기계발,전연령,"쉬운 영어로 모든 연령대가 읽을 수 있도록 각색된 '행복을 찾아서: 이야기책'을 
만들었습니다. 이 이야기는 주인공 종호가 돈, 명성, 소유물(명사)에서 벗어나 몰입, 기대, 흥분(동사)과 같은 감정에서 진정한 행복을 발견하는 여정을 다룹니다. 이야기의 독자를 전체 연령으로 설정하고, 쉬운 읽기 수준으로 작성",https://g.co/gemini/share/ed36a7b47b1e,2025-10-11,1,
130,행복을 진단하고 행복한 삶을 채워가는 지혜의 책,자기계발,초등이상,"주인공 종호가 '행복'의 참된 의미를 명사가 아닌 '동사(몰입, 기다림, 설렘)'에서 
찾는 여정을 담은 스토리북을 만들었습니다. 이 책은 모든 연령을 위한 지혜로운 자기계발 동화로, 초등 고학년 이상의 독서 수준에 맞추어져 있습니다.",https://g.co/gemini/share/3e4bafe863bf,2025-10-11,1,
131,장자의 흐름을 경영하라: 미래 테크의 통찰,자기계발,성인,"장자의 변화 인식 철학을 현대 경영 현장과 에너지 문제, 바이러스 관리와 같은 
다양한 사례에 적용하여 기업의 비전과 가치를 공유하고 창조성을 극대화하는 조직문화를 구축하는 데 도움을 주는 내용을 담은 스토리북을 만들었습니다. 독자는 성인으로 가정하고 기업 환경에서의 적용 가능성을 강조",https://g.co/gemini/share/65ec862a4c09,2025-10-11,1,
132,장자의 나비 꿈: 변화를 인식하는 지혜,자기계발,10세 이상,"장자의 변화 인식 철학을 현대 경영 현장에 적용하는 내용을 담은 스토리북을 
10세 이상 독자분들을 위해 비즈니스 우화 스타일로",https://g.co/gemini/share/b7518e877680,2025-10-11,1,
133,비움의 지도 - 탐진치 끊어내기,자기계발,일반인 독자,"탐진치를 무탐무진무치로 바꾸는 지혜'를 주제로, 다람쥐 우화와 일상 속 
관찰을 통해 욕심, 분노, 어리석음을 되돌아보는 이야기를 성인 독서 수준의 스토리북으로 제작(스케치 풍)","https://g.co/gemini/share/4ddf49a7860c
https://g.co/gemini/share/56759b125324",2025-10-11,1,
134,탐진치에서 무탐무진무치의 바꾸는 지혜,자기계발,일반인 독자,"탐진치를 무탐무진무치로 바꾸는 지혜'를 주제로, 다람쥐 우화와 일상 속 
관찰을 통해 욕심, 분노, 어리석음을 되돌아보는 이야기를 성인 독서 수준의 스토리북으로 제작(스케치 풍)",https://g.co/gemini/share/af0bc78973e5,2025-10-11,1,
135,"탐진치에서 무탐무진무치로 (From Greed, Anger, Delusion to Non-Greed, Non-Anger, Wisdom)",자기계발,일반인 독자,"탐진치를 무탐무진무치로 바꾸는 지혜'를 주제로, 다람쥐 우화와 일상 속 
관찰을 통해 욕심, 분노, 어리석음을 되돌아보는 이야기를 성인 독서 수준의 스토리북으로 제작(스케치 풍)",https://g.co/gemini/share/75297f216ab9,2025-10-11,1,
136,사념처 수행,자기계발,,마음 챙김 사념처 수행,https://g.co/gemini/share/c6432d2516dc,2025-10-11,1,
137,현재라는 이름의 닻: 사념처 수행,자기계발,,"이 책은 '마음챙김(mindfulness)'의 네 가지 핵심 훈련인 몸, 느낌, 마음, 법에 대한 
집중 관찰 방법을 상세히 다루고 있으며, 성인 독자 수준에 맞춰 현재 집중 훈련의 이점과 몰입의 효과를 설명하고 있습니다.",https://g.co/gemini/share/8bfd375e98cb,2025-10-11,1,
138,주의력이라는 힘 (The Power of Attention),자기계발,,"사념처 수행을 주제로 한 성인 독자를 위한 15페이지 분량의 스토리북을 
스케치풍으로 완성했습니다. 이 이야기는 주인공이 명상 센터 지도사를 만나 몸, 느낌, 마음, 법에 대한 네 가지 집중 훈련을 받고, 이 훈련을 통해 고통과 걱정에서 해방되고 몰입력을 높이는 과정을 다루며, 지도사는 실천의 중요성을 강조",https://g.co/gemini/share/250cfb479d87,2025-10-11,1,
139,주의력이라는 힘2 (The Power of Attention),자기계발,,"수채화풍으로 스토리북을 성공적으로 업데이트했습니다. 이 이야기는 사념처 수행의 네 가지 훈련(몸, 느낌, 마음, 법)을 다루며, 성인 독자를 위한 내용과 읽기 수준을 그대로 유지했습니다. 새로운 수채화 삽화가 훈련의 본질을 더 부드럽고 명상적인 느낌으로 전달",https://g.co/gemini/share/0eb54802a8d4,2025-10-11,1,
140,주의력의 네 가지 성소: 아라의 몰입 훈련(long Version),자기계발,,"스토리북의 내용을 요청하신 대로 두 배(24페이지)로 확장하고, 사념처 수행의 
네 가지 훈련에 대한 설명과 예시를 깊이 있게 추가하여 업데이트했습니다. 이 심화된 대화형 스토리는 여전히 성인 독자를 위한 내용과 읽기 수준에 맞춰져 있으며, 수채화풍 삽화와 대화형 스타일을 유지하고 있습니다.",https://g.co/gemini/share/806ceb627b0a,2025-10-11,1,
141,활인신방(도인체조) 개인,자기계발,,"활인신방(도인체조)을 주제로 몸의 경직을 풀고 생기를 불어넣는 이야기를 전 
연령이 즐길 수 있도록 수채화풍 삽화와 함께 15페이지 분량으로 제작했습니다. 이 책은 어린이를 포함한 모든 연령이 따라 할 수 있는 쉬운 독해 수준으로, 머리 자극부터 발끝 돌리기까지의 순서로 구성되어 건강한 생활 습관을 장려",https://g.co/gemini/share/8489ffd0b509,2025-10-11,1,
142,활인신방(도인체조2) 단체,자기계발,,"얼굴 경직, 주먹 굳음 등 긴장된 몸을 풀어주는 활인신방 동작들을 공원에서 다 
같이 음악에 맞춰 ""하나, 둘, 셋!"" 구령과 함께 하는 내용으로 이야기를 전 연령이 즐길 수 있는 쉬운 독해 수준에 맞춰 수정",https://g.co/gemini/share/1210abb4179b,2025-10-11,1,
143,바꿀 수 있는 것과 바꿀 수 없는 것의 지혜,자기계발,청년 이상,"상담을 통해 고통에서 벗어나려는 청년의 이야기를 복숭아나무 비유를 
중심으로 담아낸 이 스토리북은 청년 독자를 위한 것","https://gemini.google.com/share/e10951ac9614
https://gemini.google.com/share/944bfc494a51",2025-10-15,1,
144,바른 생각의 정원 (The Garden of Right Thought),자기계발,성인,"청년 민수가 마음속 고통에서 벗어나기 위해 지혜로운 선생님을 찾아가 
마음의 정원을 가꾸는 법을 배우는 이야기입니다. 이 이야기는 성인 독자를 대상",https://gemini.google.com/share/10d7ab5cd34f,2025-01-01,1,
145,질문하는 사람이 살아남는다,자기계발,전연령,"AI 딥 씽킹 방식에 미리 대비하고 인간과 AI가 공존하는 미래를 준비하는 
'질문 훈련' 수업에 대한 내용",https://gemini.google.com/share/e3c59fc23659,2025-10-15,1,
146,목표가 주는 마법의 힘 (The Magical Power of Goals/Objective),자기계발,성인,"5개씩 작은 목표를 세워보고 적어 보는 연습을 한다.

하고 싶은 일 (긍정 문장 예시) 나는 [구체적인 행동: 책 읽기, 운동하기, 
외국어 배우기 등]을 통해 꾸준히 자기 계발을 실천합니다. 나는 [구체적인 성과: 책 1권 출판하기, 마라톤 완주하기, 새로운 기술 습득하기 등]을 달성하며 성취감을 느낍니다. 나는 [구체적인 경험: 세계 여행, 봉사 활동, 창업하기 등]을 통해 넓은 시야와 경험을 쌓습니다. 나는 사랑하는 사람들과 함께 즐거운 추억을 많이 만듭니다. 나는 내가 좋아하는 분야의 프로젝트에 적극적으로 참여하여 기여",https://gemini.google.com/share/18f7d8185c38,2025-10-15,1,
147,뇌를 되살리는 마법의 여정: 8가지 습관을 고치는 이야기,자기계발,청소년이상,"주인공 '지우'가 '뇌의 수호자'를 만나 8가지 나쁜 습관을 고치고 뇌 건강을 되찾는
 여정을 다룬 청소년 필독 스토리북을 만들어 드렸습니다.",https://gemini.google.com/share/6c2759752057,2025-10-16,1,
148,보이지 않는 지혜의 확신에 대하여,자기계발,성인용,"보이지 않는 실체의 지혜 발견'에 대한 스토리북은 대학생 이상의 독자층을 
대상으로 제작되었으며, 보고도 모르는 비현상계에 대한 확신을 심어주는 철학적 토론의 내용을 담고 있습니다",https://gemini.google.com/share/f6026f6ab7c0,2025-10-19,1,
149,보이지 않는 비밀의 대모험2: 지혜의 신비로운 탐험,자기계발,초등 이상,"주인공 지혜가 세 철학자 친구들과 함께 보이지 않는 세계의 과학적, 철학적 
비밀을 탐험하는 흥미진진한 이야기(초등학생 이상 대상)를 만들었습니다! 신나는 모험을 즐겁게 읽어주세요!",https://gemini.google.com/share/2d262fc568f6,2025-10-19,1,
150,보이지 않는 비밀의 대모험3: 지혜의 신비로운 탐험,자기계발,초등 이상,"세 철학자는 캐릭터처럼 개성 있게 묘사: 동양 철학자 할아버지는 현명한 마법사 스타일, 서양 철학자 아저씨는 과학자 탐험가, 불교 철학자 이모는 신비로운 요정처럼. 스케치 풍은 연필 드로잉에 색연필 터치로 생동감 있게, 동작과 표정이 과장되게 표현했어요. 이야기는 탐험처럼 흘러가며, 각 페이지에 작은 퀴즈나 놀라움 요소를 추가",https://gemini.google.com/share/d1b051a51bff,2025-10-19,1,
151,듀얼 브레인: AI 시대의 사고 동반자,자기계발,초등이상,"청소년 독자층을 위한 AI 시대 생존 전략에 대한 이야기책을 만들었습니다. 
이 책은 AI 시대에 우리가 어떻게 사고하고 협력하며 생존 전략을 세울 수 있는지에 대한 내용을 담고 있습니다.",https://gemini.google.com/share/92f4962f21ba,2025-10-19,1,
152,불편을 찾는 발명 감지기,자기계발,초등이상,초등학생 이상을 독자로 염두에 두고 '불편은 발명의 첫 단추'라는 주제로 만든 스토리북,https://gemini.google.com/share/c05f76723f33,2025-10-19,1,
153,AI 시대를 항해하는 지도,자기계발,성인,"AI 시대에 AI를 '제대로 알고 사용하는 법'을 대화 형식으로 전수하고 지도하는 
내용을 담은 성인 독자 대상의 스토리북을 만들었습니다.",https://gemini.google.com/share/ab49726a1625,2025-11-01,0,
154,"최초의 빛, 최선단의 별",자기계발,전연령,"""세계최초냐 세계최선단이냐""는 같은 말인가 다른 말인가? 우리나라에서는
 세계최고를 자랑하는 것이 매우 많다. 반면  미국은 세계 최선단을 좋아한다.",https://gemini.google.com/share/e9a8cc2ddef0,2025-11-01,0,
155,두뇌회담 (B-R-A-I-N): 나를 바꾸는 5단계 훈련,자기계발,전연령,"만 13세 중학생을 대상으로, 외부 자극에 대한 자동 반응을 멈추고 감정을 
다스리는 '두뇌회담(B-R-A-I-N)' 5단계 훈련 과정을 그린 수채화풍의 대화체 스토리북",https://gemini.google.com/share/84df04d1b42b,2025-11-01,1,
156,가장 쉬운 잣대,자기계발,전연령,"선악을 판단하는 쉽고 강력한 두 가지 잣대, 즉 '있어야 할 것이 있는가'와
 '없어야 할 것이 있는가'를 할아버지와 손녀의 대화로 풀어낸 이야기입니다. 이 이야기는 특정 타겟 독자 연령이 지정되지 않았으므로 보편적인 독자를 염두에 두고 작성",https://gemini.google.com/share/7e7412fe3172,2025-11-01,0,
157,"두 마디의 평화 (네 알겠습니다, 죄송합니다!)",자기계발,전연령,"온 가족이 공감할 수 있는 세대 갈등 해소 이야기를 만들었습니다. 
이 이야기는 시골에 계신 어머니와 아들의 관계 회복 과정을 다루며, 모든 전 연령 독자들에게 전하고 싶은 지혜를 담고 있습니다.",https://gemini.google.com/share/e127bca5cbf4,2025-11-01,1,
158,별에서 온 침묵의 교훈,자기계발,성인,"겸손과 공동체 중심의 가치를 담은 얀테의 법칙에 대한 이야기를, 외계 선각자가 
전하는 시네마틱 스타일의 스토리북으로 만들었습니다. 이 이야기는 탐욕과 과욕에 경종을 울리는 메시지를 담고 있으며",https://gemini.google.com/share/8e240b3ce492,2025-11-07,1,
159,열 개의 메아리 (The Ten Echoes),자기계발,성인,"얀테의 법칙(Jante Law)인 겸손, 절제, 균형 있는 삶을 위한 스토리북을 만들어 주세요.
 얀테의 법칙의 10가지 규칙은 다음과 같습니다: 1. 자신이 특별하다고 생각하지 마십시오. 2. 자신이 우리만큼 훌륭하다고 생각하지 마십시오. 3. 자신이 우리보다 똑똑하다고 생각하지 마십시오. 4. 자신이 우리보다 낫다고 생각하지 마십시오. 5. 자신이 우리보다 더 잘 안다고 생각하지 마십시오. 6. 자신이 우리보다 더 중요하다고 생각하지 마십시오. 7. 자신이 어떤 것에도 능숙하다고 생각하지 마십시오. 8. 우리를 비웃지 마십시오. 9. 누군가가 당신에게 관심을 갖는다고 생각하지 마십시오. 10. 자신이 우리에게 무언가를 가르칠 수 있다고 생각하지 마십시오. 소설 속 11번째 규칙은 ""어쩌면 당신은 우리가 당신에 대해 몇 가지를 모른다고 생각하는 걸까요?""입니다.",https://gemini.google.com/share/2ca969c32563,2025-11-07,1,
160,여섯 개의 뿌리가 내린 믿음의 나무,자기계발,초등 이상,"초등학생 고학년 이상의 독자를 대상으로, 믿음의 중요성과 진정성 있는 믿음 
전달의 6가지 핵심 요소를 심리학자의 조언과 아름다운 나무의 비유를 통해 설명하는 내용을 담고 있습니다.",https://gemini.google.com/share/2e3a5c085721,2025-11-07,1,
161,아무도 가르쳐 주지 않은 네 가지 뿌리 - 사선근,자기계발,청소년 이상,"아무도 가르쳐 주지 않은 네 가지 수행 단계인 사선근(四善根)을 주제로 한 
스토리북을 만들었습니다. 이 이야기는 사선근의 각 단계를 오르기 힘든 계단으로 묘사하며, 그 과정에서 겪는 고난과 최종적으로 얻게 되는 깨달음과 환희에 대한 내용을 담고 있습니다.",https://gemini.google.com/share/9b8d78843283,2025-11-07,1,
162,"미래 설계도, 나만의 나침반",자기계발,성인,"이야기책은 AI 시대에 직업의 위협을 기회로 삼아 자기계발 계획을 세우는 
과정을 다루고 있으며, SWOT 분석을 활용한 미래 설계 방안을 성인 독자 연령에 맞춰 스케치 풍으로 제작",https://gemini.google.com/share/d243b4d748b6,2025-11-16,1,
163,마음의 일곱 단계,자기계발,전연령,"마음 챙김에 대해 배우는 제자와 스승의 대화 훈련 방식을 담고 있으며, 독자의 
연령은 지정되지 않았습니다. 저는 이 이야기를 통해 독자들에게 마음의 7단계와 마음 챙김 훈련의 기초를 수채화 풍의 15페이지 그림책으로 전달",https://gemini.google.com/share/b6743ecd2617,2025-11-16,1,
164,더덜덜 기기의 역설,자기계발,청소년 이상,"새로운 AI 기기 '더덜덜'의 등장과 그로 인한 디지털 중독 문제를 해결하려는 
'더덜덜 운동'의 이야기를 담은 스토리북을 일반 독자(성인 혹은 청소년)를 대상으로 제작했습니다.더 나은 인간적인 삶을 위한 기술의 방향성에 대해 깊이 있게 다루는 이야기",https://gemini.google.com/share/433f89fc534f,2025-11-16,1,
165,"도: 물처럼 비어 있는 이야기 
(The Tao: A Story as Empty as Water)",자기계발,성인,"도를 설명하는 storybook을 만들어줘. 노자의 도덕경 1장에서 10장의 내용을 바탕으로, 도인이 물의 비유, 비움의 사용(32폭 공이공용), 그리고 되돌아감(복귀)에 대해 설명하는 내용이야. 하지만 내용이 너무 어렵다는 문제의식이 있어. 이 어려운 내용을 도사님과 천진난만한 7살 동자승의 대화체로 풀어서, 웹툰 스타일로 15페이지짜리 storybook",https://gemini.google.com/share/2d1ab7e52851,2025-11-16,0,
166,AI 시대의 T-세포,자기계발,청소년이상,"미래의 기본소득 제도가 조선시대의 잉여 선비 문제와 유사함을 경고하며, 
청소년들이 AI 시대에 능동적인 'T-세포'가 되어 가치 있는 일을 찾아 나서야 한다는 메시지",https://gemini.google.com/share/4b4499793737,2025-11-21,1,
